epoch,loss,val_loss
0,0.002369139576330781,0.00537836505100131
1,0.00043925613863393664,0.001359686953946948
2,0.00029738969169557095,0.0004933387972414494
3,0.0002824434486683458,0.0005056782974861562
4,0.00021686774562112987,0.0004531832237262279
5,0.000236013118410483,0.0004496042674873024
6,0.0001865043886937201,0.000498409615829587
7,0.00019260052067693323,0.0004053855373058468
8,0.00017194219981320202,0.00038362250779755414
9,0.00016493062139488757,0.000231122990953736
10,0.00015324291598517448,0.00032457654015161097
11,0.00014430891314987093,0.00019021549087483436
12,0.00013439913163892925,0.00033777920180000365
13,0.00013869225222151726,0.00021100640879012644
14,0.00012751613394357264,0.0002417073119431734
15,0.00013089168351143599,0.00032182555878534913
16,0.00011941517004743218,0.00022090011043474078
17,0.00013162607501726598,0.00018013856606557965
18,0.0001320752635365352,0.0001742439199006185
19,0.00012254618923179805,0.00017306180961895734
20,0.00011290895781712607,0.0002235766005469486
21,0.0001244205195689574,0.00017537754320073873
22,0.00011891528993146494,0.00027159886667504907
23,0.00011547266331035644,0.0002362740196986124
24,0.0001286282786168158,0.00021487718913704157
25,0.00011730571713997051,0.00024527040659449995
26,0.00012934546975884587,0.00020804745145142078
27,0.00011895226634806022,0.00028083575307391584
28,0.00011593919043662027,0.0002424030244583264
29,0.00011873198673129082,0.00025971795548684895
0,0.0021058381535112858,0.0027578994631767273
1,0.00040428765350952744,0.0008667855290696025
2,0.0003188193659298122,0.001033948385156691
3,0.0002558409178163856,0.0006515675340779126
4,0.00024161781766451895,0.00034945260267704725
5,0.0002052788477158174,0.001144477166235447
6,0.00021957859280519187,0.0004404488718137145
7,0.00015133195847738534,0.00047684236778877676
8,0.00017002422828227282,0.0004501136427279562
9,0.00017425684200134128,0.00020103785209357738
10,0.0001582764962222427,0.00028446465148590505
11,0.0001466443354729563,0.00019509946287143975
12,0.00014864090189803392,0.00016698784020263702
13,0.0001330569211859256,0.00015068096399772912
14,0.0001544360420666635,0.0006348914466798306
15,0.00013821382890455425,0.00020817933545913547
16,0.0001256550312973559,0.00025695073418319225
17,0.00011985161836491898,0.0003609613049775362
18,9.509737719781697e-05,0.000159494171384722
19,0.00011477269435999915,0.00024292552552651614
20,0.00010074600868392736,0.00021256976469885558
21,0.00010495424794498831,0.00025012169498950243
22,0.00010711867071222514,0.00023539169342257082
23,0.00010831984400283545,0.00023275215062312782
0,0.00011588034249143675,0.00019046044326387346
1,0.00011896199430339038,0.00023500797396991402
2,0.00012382962449919432,0.0002208470250479877
3,0.00010968725109705701,0.00023364055959973484
4,0.00012413033982738853,0.00015184444782789797
5,0.00011187428754055873,0.00020155422680545598
6,0.00010549223952693865,0.00017829304852057248
7,0.00010977226338582113,0.0001572782057337463
8,0.00011778959742514417,0.00017784808005671948
9,0.00011013681069016457,0.00019520781643223017
10,0.00010626438597682863,0.0002131620713043958
11,0.00011026184802176431,0.0001639978727325797
12,0.00010457506868988276,0.0001630357000976801
13,0.00010168798326049,0.00020720387692563236
14,0.00010851003025891259,0.00014766192180104554
15,0.00010122948879143223,0.00024150482204277068
16,0.00010755557741504163,0.00020106072770431638
17,9.964049240807071e-05,0.0002240493195131421
18,0.00011869928857777268,0.0001991102035390213
19,0.00011218882718821988,0.00020147459872532636
