epoch,loss,val_loss
0,0.0021210338454693556,0.0013273722724989057
1,0.001742984284646809,0.0008926042355597019
2,0.0017044330015778542,0.0015906114131212234
3,0.0014993589138612151,0.0009248640853911638
4,0.00174734799657017,0.0015620560152456164
5,0.0016509884735569358,0.0009997788583859801
6,0.0014183776220306754,0.000981054618023336
7,0.0017434856854379177,0.000852022843901068
8,0.0014391903532668948,0.0009373911307193339
9,0.0013665513833984733,0.0008579036220908165
10,0.0013153004692867398,0.0010340732987970114
11,0.0014868131838738918,0.0008100847480818629
12,0.001491872943006456,0.0008746258681640029
13,0.0014270188985392451,0.0007998551009222865
14,0.0013054580194875598,0.0008399644866585732
15,0.0012970924144610763,0.0008300471818074584
16,0.0015230841236189008,0.0008324795635417104
17,0.0015492159873247147,0.0009077787981368601
18,0.0015300526283681393,0.0008294778526760638
19,0.0013995460467413068,0.0007856647134758532
20,0.0014221238670870662,0.0008470126194879413
21,0.0013526792172342539,0.000765818462241441
22,0.001440411782823503,0.0007813644479028881
23,0.001414341269992292,0.0008301426423713565
24,0.0013502028305083513,0.0007928951526992023
25,0.0014519202522933483,0.0007867101230658591
26,0.0013272890355437994,0.0008005757699720562
27,0.0013528389390558004,0.0007796699646860361
28,0.0012804452562704682,0.000816797255538404
29,0.001398060587234795,0.0007991513120941818
30,0.0013205207651481032,0.0008048522868193686
31,0.0014902077382430434,0.000823524605948478
